id	source	nvrtc-o3_classification	nvrtc-o3_return_code	nvrtc-o3_executed	nvrtc-o3_passed	nvrtc-o3_ignored	nvvm-o0_classification	nvvm-o0_return_code	nvvm-o0_executed	nvvm-o0_passed	nvvm-o0_ignored	nvvm-o3_classification	nvvm-o3_return_code	nvvm-o3_executed	nvvm-o3_passed	nvvm-o3_ignored	evidence_status
compute/interface-shader-param.slang#discovery-1	compute/interface-shader-param.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/multi-interface.slang#discovery-1	compute/multi-interface.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/multiple-continue-sites.slang#discovery-1	compute/multiple-continue-sites.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/nested-generics2.slang#discovery-1	compute/nested-generics2.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/non-square-column-major.slang#discovery-1	compute/non-square-column-major.slang	runtime-mismatch	1	1	0	0	runtime-mismatch	1	1	0	0	runtime-mismatch	1	1	0	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/pointer-emit.slang#discovery-1	compute/pointer-emit.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/ssa-reduce-bug.slang#discovery-1	compute/ssa-reduce-bug.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/static-const-matrix-array.slang#discovery-1	compute/static-const-matrix-array.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/struct-make.slang#discovery-1	compute/struct-make.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/texture-get-dimensions.slang#discovery-1	compute/texture-get-dimensions.slang	runtime-mismatch	1	1	0	0	preflight	1	1	0	0	preflight	1	1	0	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/texture-subscript-multisample.slang#discovery-1	compute/texture-subscript-multisample.slang	infrastructure	1	1	0	0	preflight	1	1	0	0	preflight	1	1	0	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
cuda/nvvm-texture-descriptor-conversion.slang#discovery-1	cuda/nvvm-texture-descriptor-conversion.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
cuda/nvvm-texture-dimensions.slang#discovery-1	cuda/nvvm-texture-dimensions.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
cuda/nvvm-undefined-sampler.slang#discovery-1	cuda/nvvm-undefined-sampler.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
ir/loop-dce.slang#discovery-1	ir/loop-dce.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
ir/loop-inversion.slang#discovery-1	ir/loop-inversion.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
ir/loop-unroll-3.slang#discovery-1	ir/loop-unroll-3.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
ir/loop-unroll-induction.slang#discovery-1	ir/loop-unroll-induction.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
ir/loop-unroll-non-induction.slang#discovery-1	ir/loop-unroll-non-induction.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
ir/ssa-reg-alloc.slang#discovery-1	ir/ssa-reg-alloc.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/anyvalue-matrix-layout.slang#discovery-1	language-feature/anyvalue-matrix-layout.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/dynamic-dispatch/anyvalue-bulk-copy.slang#discovery-1	language-feature/dynamic-dispatch/anyvalue-bulk-copy.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/dynamic-dispatch/array-of-interfaces-interproc.slang#discovery-1	language-feature/dynamic-dispatch/array-of-interfaces-interproc.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/dynamic-dispatch/constantbuffer-struct-interface-array.slang#discovery-1	language-feature/dynamic-dispatch/constantbuffer-struct-interface-array.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/dynamic-dispatch/constantbuffer-struct-interface-field.slang#discovery-1	language-feature/dynamic-dispatch/constantbuffer-struct-interface-field.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/dynamic-dispatch/derived-interface.slang#discovery-1	language-feature/dynamic-dispatch/derived-interface.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/dynamic-dispatch/dispatch-many-conformances.slang#discovery-1	language-feature/dynamic-dispatch/dispatch-many-conformances.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/dynamic-dispatch/dynamic-func-dynamic-output-2.slang#discovery-1	language-feature/dynamic-dispatch/dynamic-func-dynamic-output-2.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/dynamic-dispatch/generic-method.slang#discovery-1	language-feature/dynamic-dispatch/generic-method.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/dynamic-dispatch/many-impls.slang#discovery-1	language-feature/dynamic-dispatch/many-impls.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/dynamic-dispatch/missing-anyvaluesize-mixed-self-ref.slang#discovery-1	language-feature/dynamic-dispatch/missing-anyvaluesize-mixed-self-ref.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/dynamic-dispatch/nested-interface-types.slang#discovery-1	language-feature/dynamic-dispatch/nested-interface-types.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/dynamic-dispatch/parameterblock-struct-interface-field.slang#discovery-1	language-feature/dynamic-dispatch/parameterblock-struct-interface-field.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/dynamic-dispatch/ptr-to-interface-double-indirect.slang#discovery-1	language-feature/dynamic-dispatch/ptr-to-interface-double-indirect.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/dynamic-dispatch/with-data.slang#discovery-1	language-feature/dynamic-dispatch/with-data.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/generics/generic-arithmetic-coerce.slang#discovery-1	language-feature/generics/generic-arithmetic-coerce.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/generics/generic-interface-linkage.slang#discovery-1	language-feature/generics/generic-interface-linkage.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/generics/generic-shader-object-cbuffer.slang#discovery-1	language-feature/generics/generic-shader-object-cbuffer.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/generics/generic-shader-object-cbuffer2.slang#discovery-1	language-feature/generics/generic-shader-object-cbuffer2.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/generics/parameter-block-unify.slang#discovery-1	language-feature/generics/parameter-block-unify.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/generics/variadic-pack-query-pack-conformance.slang#discovery-1	language-feature/generics/variadic-pack-query-pack-conformance.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/pointer/coherent-load-store-groupshared.slang#discovery-1	language-feature/pointer/coherent-load-store-groupshared.slang	infrastructure	1	1	0	0	infrastructure	1	1	0	0	infrastructure	1	1	0	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/pointer/coherent-load-store-physical-storage-buffer.slang#discovery-1	language-feature/pointer/coherent-load-store-physical-storage-buffer.slang	infrastructure	1	1	0	0	infrastructure	1	1	0	0	infrastructure	1	1	0	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/pointer/data-layouts.slang#discovery-1	language-feature/pointer/data-layouts.slang	infrastructure	1	1	0	0	infrastructure	1	1	0	0	infrastructure	1	1	0	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/pointer/groupshared-ptr-of-device.slang#discovery-1	language-feature/pointer/groupshared-ptr-of-device.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/pointer/ptr-to-groupshared.slang#discovery-1	language-feature/pointer/ptr-to-groupshared.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/pointer/redundant-coherent-load.slang#discovery-1	language-feature/pointer/redundant-coherent-load.slang	infrastructure	1	1	0	0	infrastructure	1	1	0	0	infrastructure	1	1	0	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/tuple/tuple-concat.slang#discovery-1	language-feature/tuple/tuple-concat.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/tuple/tuple-expand-call.slang#discovery-1	language-feature/tuple/tuple-expand-call.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/tuple/tuple-parameter.slang#discovery-1	language-feature/tuple/tuple-parameter.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/types/opaque/inout-param-opaque-type-in-struct.slang#discovery-1	language-feature/types/opaque/inout-param-opaque-type-in-struct.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
language-feature/types/opaque/return-opaque-type-in-struct.slang#discovery-1	language-feature/types/opaque/return-opaque-type-in-struct.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
optimization/arrray-storage-lowering.slang#discovery-1	optimization/arrray-storage-lowering.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
optimization/func-resource-result/func-resource-result-complex.slang#discovery-1	optimization/func-resource-result/func-resource-result-complex.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
optimization/func-resource-result/func-resource-result-simple.slang#discovery-1	optimization/func-resource-result/func-resource-result-simple.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
